gbifID;datasetKey;occurrenceID;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;scientificName;verbatimScientificName;verbatimScientificNameAuthorship;countryCode;locality;stateProvince;occurrenceStatus;individualCount;publishingOrgKey;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;elevation;elevationAccuracy;depth;depthAccuracy;eventDate;day;month;year;taxonKey;speciesKey;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordNumber;identifiedBy;dateIdentified;license;rightsHolder;recordedBy;typeStatus;establishmentMeans;lastInterpreted;mediaType;issue;;;;;;;
1826319306;7e380070-f762-11e1-a439-00145eb45e9a;80d9630c-fdb1-40f2-8f80-18e594ec0726;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes (Valenciennes; 1822);Valenciennes;1822;US;Englewood;Florida;PRESENT;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2418813;2418813;PRESERVED_SPECIMEN;NHMUK;ZOO;2017.5.12.28;;;;CC0_1_0;;;;;2021-12-02T09:34:09.593Z;StillImage;COLLECTION_MATCH_NONE;;;;
1804015411;dc3bfd08-0141-45ae-9603-91ac50cdc33b;94e925ba-d8ca-8ca4-fdb3-9a09ed96ca32;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);MX;Acapulco fish market;Guerrero (State);PRESENT;16.9167;-99.9667;;;;;;;;;1961-02-06T00:00:00;6;2;1961;2418813;2418813;PRESERVED_SPECIMEN;CMN;CMNFI;CMNFI 1968-1375.1;;;;CC_BY_4_0;Canadian Museum of Nature;Briggs; J.C.;;;2022-01-13T12:38:22.450Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;
1435462811;cb692845-d58d-4171-a544-bfbf6d93f1da;br:MN:MNRJ:537;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;BR;Rio de Janeiro; D.F.;Rio de Janeiro;PRESENT;;;;;;;;;;;;;;;2418813;2418813;PRESERVED_SPECIMEN;Museu Nacional/UFRJ;Coleção Ictiológica do Museu Nacional (MNRJ);537;;A.M.Ribeiro;;CC_BY_NC_4_0;Museu Nacional; Universidade Federal do Rio de Janeiro;;;;2022-01-14T23:37:48.041Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;;
1435462759;cb692845-d58d-4171-a544-bfbf6d93f1da;br:MN:MNRJ:523;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;BR;Santos; São Paulo;São Paulo;PRESENT;;;;;;;;;;;1913-01-01T00:00:00;;;1913;2418813;2418813;PRESERVED_SPECIMEN;Museu Nacional/UFRJ;Coleção Ictiológica do Museu Nacional (MNRJ);523;;P.M.Ribeiro;1957;;CC_BY_NC_4_0;Museu Nacional; Universidade Federal do Rio de Janeiro;P.P.P.Velho;;;2022-01-14T23:37:48.038Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1435462755;cb692845-d58d-4171-a544-bfbf6d93f1da;br:MN:MNRJ:522;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;BR;Santos; São Paulo;São Paulo;PRESENT;;;;;;;;;;;1913-01-01T00:00:00;;;1913;2418813;2418813;PRESERVED_SPECIMEN;Museu Nacional/UFRJ;Coleção Ictiológica do Museu Nacional (MNRJ);522;;P.M.Ribeiro;1957;;CC_BY_NC_4_0;Museu Nacional; Universidade Federal do Rio de Janeiro;P.P.P.Velho;;;2022-01-14T23:37:48.038Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1423470597;e1a01804-881b-42ae-8f97-1e80f697fd56;9f2a2a9a-53f7-4434-ace4-a6f5c08dfc4e;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;MX;N of San Felipe;Baja California;PRESENT;;31;-114.866667;;;;;;;;1947-04-13T00:00:00;13;4;1947;2418813;2418813;PRESERVED_SPECIMEN;SIO;Marine Vertebrates;47-67;;;;CC0_1_0;;local fisherman;;NATIVE;2021-12-02T15:25:55.506Z;;COORDINATE_ROUNDED;;;;;;
1416646620;b0059a3a-5cab-4a08-8d14-d92c23378e43;MPEG.ICT 003493;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;BR;Estuário Amazônico (OBS. Um exemplar permutado pelo MOVI 08448; atual MPEG 6708).;Amapá;PRESENT;;;;;;;;;;;1997-04-03T00:00:00;3;4;1997;2418813;2418813;PRESERVED_SPECIMEN;MPEG;ICT;MPEG.ICT 003493;;;;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);Torres;  M.;;;2021-12-02T09:05:21.573Z;;COORDINATE_OUT_OF_RANGE;;;;
1416646561;b0059a3a-5cab-4a08-8d14-d92c23378e43;MPEG.ICT 003453;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;BR;Foz do Rio Amazonas;Amapá;PRESENT;;;;;;;;;;;1996-09-08T00:00:00;8;9;1996;2418813;2418813;PRESERVED_SPECIMEN;MPEG;ICT;MPEG.ICT 003453;;;;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);Maia;  R. F.;;;2021-12-02T09:05:21.523Z;;COORDINATE_OUT_OF_RANGE;;;;;
1416646518;b0059a3a-5cab-4a08-8d14-d92c23378e43;MPEG.ICT 003399;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;BR;Foz do Rio Amazonas;Pará;PRESENT;;;;;;;;;;;1996-08-11T00:00:00;11;8;1996;2418813;2418813;PRESERVED_SPECIMEN;MPEG;ICT;MPEG.ICT 003399;;;;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);Barthem;  R. B.;;;2021-12-02T09:05:21.522Z;;COORDINATE_OUT_OF_RANGE;;;;;
1416646516;b0059a3a-5cab-4a08-8d14-d92c23378e43;MPEG.ICT 003398;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;BR;Foz do Rio Amazonas;Pará;PRESENT;;;;;;;;;;;1996-08-11T00:00:00;11;8;1996;2418813;2418813;PRESERVED_SPECIMEN;MPEG;ICT;MPEG.ICT 003398;;;;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);Barthem;  R. B.;;;2021-12-02T09:05:21.522Z;;COORDINATE_OUT_OF_RANGE;;;;;
1416645418;b0059a3a-5cab-4a08-8d14-d92c23378e43;MPEG.ICT 002318;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;BR;Baía de Marajó. Cabo Maguari. Foz do Rio Pará (OBS. O único exemplar foi permutado pelos MOVI 08875 e MOVI 08900; atuais MPEG 6705).;Pará;PRESENT;;;;;;;;;;;1982-10-22T00:00:00;22;10;1982;2418813;2418813;PRESERVED_SPECIMEN;MPEG;ICT;MPEG.ICT 002318;;;;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);Barthem;  R. B.;;;2021-12-02T09:05:23.655Z;;COLLECTION_MATCH_NONE;;;;
1416644407;b0059a3a-5cab-4a08-8d14-d92c23378e43;MPEG.ICT 001298;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;BR;Baía de Marajó. Cabo Maguari. Foz do Rio Pará (OBS. Um exemplar permutado pelo MOVI 08465; atual 6709). Um exemplar extraviado.;Pará;PRESENT;;;;;;;;;;;1982-10-22T00:00:00;22;10;1982;2418813;2418813;PRESERVED_SPECIMEN;MPEG;ICT;MPEG.ICT 001298;;;;CC_BY_NC_4_0;Museu Paraense Emílio Goeldi (MPEG);Barthem;  R. B.;;;2021-12-02T09:05:21.790Z;;COLLECTION_MATCH_NONE;;;;
1322987787;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3fff6bc8c-ae88-46ec-8299-a989b97a7e95;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;SR;Off Surinam;;PRESENT;1;6.433;-55.125;;;;;;13;13;;;;;2418813;2418813;PRESERVED_SPECIMEN;USNM;urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f;USNM 159197;;;;CC0_1_0;;;;;2021-12-03T16:27:56.402Z;StillImage;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1322903024;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3fc36d1fa-0307-4eba-9453-f62bab1f862e;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;US;Florida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1322714880;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3f3ddd7b4-4f1a-45ab-bda6-69343a045e60;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;SR;Atlantic Off Surinam;;PRESENT;2;6.33333;-54.8583;;;;;;22;0;;;;;2418813;2418813;PRESERVED_SPECIMEN;USNM;urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f;USNM 159227;;;;CC0_1_0;;;;;2021-12-03T16:28:56.885Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1321983355;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3d38092e6-ab07-405a-b026-2b54bfba8594;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;US;Mississippi;Mississippi;PRESENT;1;29.9;-88.1;;;;;;29;2;1958-02-16T00:00:00;16;2;1958;2418813;2418813;PRESERVED_SPECIMEN;USNM;urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f;USNM 195957;;;;CC0_1_0;;;;;2021-12-03T16:27:52.480Z;StillImage;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1321611626;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3c2fa79d0-f952-4d7d-8a86-2e5ed3a2fbed;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;US;Florida. Englewood;Florida;PRESENT;1;;;;;;;;;;;;;;2418813;2418813;PRESERVED_SPECIMEN;USNM;urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f;USNM 110300;;;;CC0_1_0;;S. Springer;;;2021-12-03T16:28:52.783Z;;CONTINENT_INVALID;;;;;;
1321406809;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3b9efac7c-afe2-40bf-b160-492159c6e2ab;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;US;Mississippi;Mississippi;PRESENT;2;29.9;-88.1;;;;;;29;2;1958-02-16T00:00:00;16;2;1958;2418813;2418813;PRESERVED_SPECIMEN;USNM;urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f;USNM 394498;;;;CC0_1_0;;;;;2021-12-03T16:28:54.917Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1321278216;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3b43f9603-7608-4003-8065-123ef31e70af;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;SR;Atlantic Off Surinam;;PRESENT;4;6.367;-55.092;;;;;;24;0;;;;;2418813;2418813;PRESERVED_SPECIMEN;USNM;urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f;USNM 159229;;;;CC0_1_0;;;;;2021-12-03T16:27:31.945Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1320398170;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/38d5c8d87-cb9e-4877-b2c2-c35c6461b0a4;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;SR;Atlantic Off Surinam;;PRESENT;4;6.367;-55.092;;;;;;24;0;;;;;2418813;2418813;PRESERVED_SPECIMEN;USNM;urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f;USNM 159228;;;;CC0_1_0;;;;;2021-12-03T16:28:48.541Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1319591941;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/369b0669f-0cbf-4612-846e-70857569ee54;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;US;Florida; Off Stump Pass; Englewood;Florida;;;;;;;;;;;;;;;;2418813;2418813;PRESERVED_SPECIMEN;USNM;urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f;USNM 106543;;;;CC0_1_0;;;;;2021-12-03T16:28:48.259Z;;CONTINENT_INVALID;;;;
1319196328;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/358366a10-83d7-4b14-b9eb-684168411b1d;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;US;Mississippi;Mississippi;PRESENT;1;29.9;-88.1;;;;;;29;2;1958-02-16T00:00:00;16;2;1958;2418813;2418813;PRESERVED_SPECIMEN;USNM;urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f;USNM 394499;;;;CC0_1_0;;;;;2021-12-03T16:27:45.003Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1318377131;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/333f52be1-dac2-41a9-8f77-66b8872759e9;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;SR;Surinam; SE Paramaraibo Light Ship;;PRESENT;;;;;;;;;;;;;;;2418813;2418813;PRESERVED_SPECIMEN;USNM;urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f;USNM 156721;;;;CC0_1_0;;J. Higman;;;2021-12-03T16:28:43.544Z;;CONTINENT_INVALID;;;;;
1318343476;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/332782fc9-15ef-4713-9f0a-db57a6261395;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;US;Mississippi;Mississippi;PRESENT;1;29.9;-88.1;;;;;;29;2;1958-02-16T00:00:00;16;2;1958;2418813;2418813;PRESERVED_SPECIMEN;USNM;urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f;USNM 394500;;;;CC0_1_0;;;;;2021-12-03T16:28:45.428Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1317809502;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/31ad5d42c-475a-48f0-bb48-f9693c8082bf;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;SR;Off Surinam;;PRESENT;1;6.433;-55.125;;;;;;13;13;;;;;2418813;2418813;PRESERVED_SPECIMEN;USNM;urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f;USNM 159199;;;;CC0_1_0;;;;;2021-12-03T16:28:44.258Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1317388656;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3083a618a-9fa4-4065-8460-99497686d851;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;US;Mississippi;Mississippi;PRESENT;3;29.9;-88.1;;;;;;29;2;1958-02-16T00:00:00;16;2;1958;2418813;2418813;PRESERVED_SPECIMEN;USNM;urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f;USNM 394497;;;;CC0_1_0;;;;;2021-12-03T16:27:39.801Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1257407183;969d55f6-ed52-4be9-a6dd-7afeccdfde76;b3fbc55f-7769-49f8-b921-3ba32f773018;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;TT;;;PRESENT;1;10.5;-61.034;;;;;;;;1985-10-01T00:00:00;1;10;1985;2418813;2418813;PRESERVED_SPECIMEN;FSUCML;Zoological Collection;FSUCML: 788;;;;CC_BY_4_0;;Castro;;;2021-12-02T07:02:46.725Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1257407145;969d55f6-ed52-4be9-a6dd-7afeccdfde76;edc745f0-b92e-463a-85c1-930834046b9b;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;TT;;;PRESENT;1;10.5;-61.034;;;;;;;;1985-09-12T00:00:00;12;9;1985;2418813;2418813;PRESERVED_SPECIMEN;FSUCML;Zoological Collection;FSUCML: 789;;;;CC_BY_4_0;;Castro;;;2021-12-02T07:02:46.442Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1257407073;969d55f6-ed52-4be9-a6dd-7afeccdfde76;ab09a85b-75cd-4237-a6a0-83318f8e64a1;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;TT;;;PRESENT;1;10.5;-61.034;;;;;;;;1985-10-01T00:00:00;1;10;1985;2418813;2418813;PRESERVED_SPECIMEN;FSUCML;Zoological Collection;FSUCML: 692;;Castro;;CC_BY_4_0;;Castro;;;2021-12-02T07:02:46.792Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1257406988;969d55f6-ed52-4be9-a6dd-7afeccdfde76;063e8052-c00e-4140-b001-6c12332b5d95;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;TT;;;PRESENT;1;10.5;-61.034;;;;;;;;1985-09-12T00:00:00;12;9;1985;2418813;2418813;PRESERVED_SPECIMEN;FSUCML;Zoological Collection;FSUCML: 634;;;;CC_BY_4_0;;Castro; Mounsey;;;2021-12-02T07:02:46.694Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;
1257406959;969d55f6-ed52-4be9-a6dd-7afeccdfde76;dc093a8b-0063-41f6-879d-fca4251ef3f4;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;MX;;;PRESENT;1;19.0775;-104.358;;;;;;;;1985-08-29T00:00:00;29;8;1985;2418813;2418813;PRESERVED_SPECIMEN;FSUCML;Zoological Collection;FSUCML: 614;;Castro;;CC_BY_4_0;;Castro;;;2021-12-02T07:02:46.705Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
1211686946;4e5552d1-5eaf-40a3-b48b-01f92da22f17;URI:catalog:ROM:Ichthyology:58701;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;TT;;Trinidad;PRESENT;1;10;-61;;;;;;;;1972-04-26T00:00:00;26;4;1972;2418813;2418813;PRESERVED_SPECIMEN;ROM;Fishes;58701;A-9;Ramshaw; W. H.;1990-03-19T00:00:00;CC_BY_NC_4_0;Royal Ontario Museum;;;;;;;;;;;
1057263785;7e380070-f762-11e1-a439-00145eb45e9a;7975171d-77ee-4dff-b14b-e5310cbcb2fc;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes (Valenciennes; 1822);Valenciennes;1822;GY;British Guiana; box 3;7.116667;-57.883333;;;;;;;;;;;;25;1;1959-02-06T00:00:00;6;2;1959;2418813;2418813;PRESERVED_SPECIMEN;NHMUK;ZOO;1984.8.8.19;;;;CC0_1_0;;R Lowe-mcConnell;;;2021-12-02T09:34:02.479Z;StillImage;COORDINATE_ROUNDED
1056740741;7e380070-f762-11e1-a439-00145eb45e9a;819d49d3-966d-46fd-81ae-f757c10bea57;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes (Valenciennes; 1822);Valenciennes;1822;GY;British Guiana;;;;;;;;;;;;;;;;;2418813;2418813;PRESERVED_SPECIMEN;NHMUK;ZOO;1984.8.8.13-18;;;;CC0_1_0;;R Lowe-mcConnell;;;2021-12-02T09:32:56.575Z;StillImage;COLLECTION_MATCH_NONE;;;;
1056269225;7e380070-f762-11e1-a439-00145eb45e9a;925a75c5-066f-43d6-b1e6-bda7221f4e21;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna bigelowi Springer;1944;Sphyrna bigelowi Springer;1944;Springer;1944;GY;British Guiana; box 1;6.566667;-57.3;;;;;;;;;;;;23;1;1959-02-04T00:00:00;4;2;1959;2418821;2418813;PRESERVED_SPECIMEN;NHMUK;ZOO;1961.8.31.14-15;;;;CC0_1_0;;R McConnell;;;2021-12-02T09:33:31.036Z;StillImage;COORDINATE_ROUNDED
1055911018;7e380070-f762-11e1-a439-00145eb45e9a;4349dcd5-f636-4179-98c6-0354ec67e7f9;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna bigelowi Springer;1944;Sphyrna bigelowi Springer;1944;Springer;1944;GY;Off Georgetown; British Guiana;;;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2418821;2418813;PRESERVED_SPECIMEN;NHMUK;ZOO;1950.5.15.2;;;;CC0_1_0;;;;;2021-12-02T09:33:21.723Z;StillImage;COLLECTION_MATCH_NONE;;;
864486336;197908d0-5565-11d8-b290-b8a03c50a862;FishBase:Occurrence:MOVI 19676;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);BR;Rio Amazonas; Cabo Maguari; Baía de Marajó;;;1;192a9ab0-5565-11d8-b290-b8a03c50a862;;;;;;;;;1982-10-22T00:00:00;22;10;1982;2418813;2418813;PRESERVED_SPECIMEN;FishBase;Occurrence;MOVI 19676;;;;CC_BY_NC_4_0;;R.B. Barthem;;;2021-12-01T23:39:21.743Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
864486321;197908d0-5565-11d8-b290-b8a03c50a862;FishBase:Occurrence:MOVI 19675;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);BR;Rio Amazonas;Pa;PRESENT;;;;;;;;;;;1997-04-03T00:00:00;3;4;1997;2418813;2418813;PRESERVED_SPECIMEN;FishBase;Occurrence;MOVI 19675;;;;CC_BY_NC_4_0;;M. Torres;;;2021-12-01T23:39:22.680Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;;;
864486280;197908d0-5565-11d8-b290-b8a03c50a862;FishBase:Occurrence:MOVI 19677;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);BR;Foz do Rio Pará; Cabo Maguari; Baía de Marajó;;;1;192a9ab0-5565-11d8-b290-b8a03c50a862;;;;;;;;;1982-10-22T00:00:00;22;10;1982;2418813;2418813;PRESERVED_SPECIMEN;FishBase;Occurrence;MOVI 19677;;;;CC_BY_NC_4_0;;R.B. Barthem;;;2021-12-01T23:39:16.345Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
864269203;197908d0-5565-11d8-b290-b8a03c50a862;FishBase:Occurrence:AMNH 33460;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);SR;OFF SURINAM;;PRESENT;6.283333;-55.3;;;;;;;;;1969-04-30T00:00:00;30;4;1969;2418813;2418813;PRESERVED_SPECIMEN;FishBase;Occurrence;AMNH 33460;;V. SPRINGER; G. DINGERKUS;;CC_BY_NC_4_0;;R/V OREGON II;;;2021-12-01T23:39:14.807Z;;COORDINATE_ROUNDED;;;;
