id;dataset_id;decimallongitude;decimallatitude;date_start;date_mid;date_end;date_year;scientificname;originalscientificname;minimumdepthinmeters;maximumdepthinmeters;coordinateuncertaintyinmeters;flags;dropped;absence;shoredistance;bathymetry;sst;sss;marine;brackish;freshwater;terrestrial;taxonrank;aphiaid;redlist_category;superdomain;domain;kingdom;subkingdom;infrakingdom;phylum;phylum_division;subphylum_subdivision;subphylum;infraphylum;parvphylum;gigaclass;megaclass;superclass;class;subclass;infraclass;subterclass;superorder;order;suborder;infraorder;parvorder;superfamily;family;subfamily;supertribe;tribe;subtribe;genus;subgenus;section;subsection;series;species;subspecies;natio;variety;subvariety;forma;subforma;type;modified;language;license;rightsholder;accessrights;bibliographiccitation;references;institutionid;collectionid;datasetid;institutioncode;collectioncode;datasetname;ownerinstitutioncode;basisofrecord;informationwithheld;datageneralizations;dynamicproperties;materialsampleid;occurrenceid;catalognumber;occurrenceremarks;recordnumber;recordedby;recordedbyid;individualcount;organismquantity;organismquantitytype;sex;lifestage;reproductivecondition;behavior;establishmentmeans;occurrencestatus;preparations;disposition;othercatalognumbers;associatedmedia;associatedreferences;associatedsequences;associatedtaxa;organismid;organismname;organismscope;associatedoccurrences;associatedorganisms;previousidentifications;organismremarks;eventid;parenteventid;samplingprotocol;samplesizevalue;samplesizeunit;samplingeffort;eventdate;eventtime;startdayofyear;enddayofyear;year;month;day;verbatimeventdate;habitat;fieldnumber;fieldnotes;eventremarks;locationid;highergeographyid;highergeography;continent;waterbody;islandgroup;island;country;countrycode;stateprovince;county;municipality;locality;verbatimlocality;verbatimelevation;minimumelevationinmeters;maximumelevationinmeters;verbatimdepth;minimumdistanceabovesurfaceinmeters;maximumdistanceabovesurfaceinmeters;locationaccordingto;locationremarks;verbatimcoordinates;verbatimlatitude;verbatimlongitude;verbatimcoordinatesystem;verbatimsrs;geodeticdatum;coordinateprecision;pointradiusspatialfit;footprintwkt;footprintsrs;footprintspatialfit;georeferencedby;georeferenceddate;georeferenceprotocol;georeferencesources;georeferenceverificationstatus;georeferenceremarks;geologicalcontextid;earliesteonorlowesteonothem;latesteonorhighesteonothem;earliesteraorlowesterathem;latesteraorhighesterathem;earliestperiodorlowestsystem;latestperiodorhighestsystem;earliestepochorlowestseries;latestepochorhighestseries;earliestageorloweststage;latestageorhigheststage;lowestbiostratigraphiczone;highestbiostratigraphiczone;lithostratigraphicterms;group;formation;member;bed;identificationid;identifiedby;identifiedbyid;dateidentified;identificationreferences;identificationremarks;identificationqualifier;identificationverificationstatus;typestatus;taxonid;scientificnameid;acceptednameusageid;parentnameusageid;originalnameusageid;nameaccordingtoid;namepublishedinid;taxonconceptid;acceptednameusage;parentnameusage;originalnameusage;nameaccordingto;namepublishedin;namepublishedinyear;higherclassification;specificepithet;infraspecificepithet;verbatimtaxonrank;scientificnameauthorship;vernacularname;nomenclaturalcode;taxonomicstatus;nomenclaturalstatus;taxonremarks
46781e66-02e8-4b55-a284-d7a133aa3cff;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-43.231148;-23.078035;;;;;Sphyrna tudes;Sphyrna bigelowi;;;46455;{no_depth};f;f;2306;46;23.33;36.28;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;MCZ;;;;;10;;MCZ;Ich;;;PreservedSpecimen;;;;;FN2-40900682-10-MCZ;S-463;;FN2-40900682-10-MCZ;Thayer Expedition to Brazil, Louis Agassiz, and party;;1;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;0000-00-00;;;;;;;;;;;;;;;;;;;Brazil;;;;;Atlantic, Southwest, RIO DE JANEIRO  [Rio de Janeiro and environs];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:298503;;;;;;;;;;;;;;;;;;;;;;
dcf7d303-ff23-4286-8beb-d5345cbaa8d7;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-79.652149;26.783768;;;;;Sphyrna tudes;Sphyrna tudes;;;39088;{no_depth};f;f;37622;599;27.29;36.01;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;MCZ;;;;;10;;MCZ;Ich;;;PreservedSpecimen;;;;;FN2-40921192-10-MCZ;41409;;FN2-40921192-10-MCZ;M. M. Vorenberg;;1;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;0000-00-00;;;;;;;;;;;;;;;;;;;United States;;;;;Atlantic, Western Central, Off Palm Beach.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
a001d1e5-0449-4de7-a53a-2a6a808c8081;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-82.382353;26.948349;;;;;Sphyrna tudes;Sphyrna tudes;;;4459;{no_depth};f;f;576;4;25.09;36.09;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;MCZ;;;;;10;;MCZ;Ich;;;PreservedSpecimen;;;;;FN2-40928680-10-MCZ;35247;;FN2-40928680-10-MCZ;Stewart Springer;;1;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;0000-00-00;;;;;;;;;;;;;;;;;;;United States;;;;;Atlantic, Western Central, Englewood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
2853c5aa-5f4e-4f9c-892a-b425949fec7e;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-79.586231;26.641468;;;;;Sphyrna tudes;Sphyrna tudes;;;67908;{no_depth};f;f;44754;752;27.36;36.02;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;MCZ;;;;;10;;MCZ;Ich;;;PreservedSpecimen;;;;;FN2-40934315-10-MCZ;40585;;FN2-40934315-10-MCZ;M. M. Vorenberg;;1;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;0000-00-00;;;;;;;;;;;;;;;;;;;United States;;;;;Atlantic, Western Central, off Palm Beach;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
01b12e13-0d80-4f0a-98b4-e445ab3ce8c1;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-82.339147;26.899428;;;;;Sphyrna tudes;Sphyrna tudes;;;1272;{no_depth};f;f;138;-2;25.09;36.1;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;MCZ;;;;;10;;MCZ;Ich;;;PreservedSpecimen;;;;;FN2-41053601-10-MCZ;172765;;FN2-41053601-10-MCZ;[no agent data];;1;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;0000-00-00;;;;;;;;;;;;;;;;;;;United States;;;;;Atlantic, Western Central, Englewood, off Stump Pass;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
012a8c3f-7214-4e3c-ba05-fc30b52524e1;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-99.966667;16.916667;-2.81E+11;-2.81E+11;-2.81E+11;1961;Sphyrna tudes;Sphyrna tudes;;;;{no_depth,on_land};f;f;-1881;-5;;;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;CMN;;;;;6;;CMN;CMNFI;;;PreservedSpecimen;;;;;FN2-42287534-6-CMN;CMNFI 1968-1375.1;;FN2-42287534-6-CMN;Briggs, J.C.;;1;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;06/02/1961;;;;;;;;;;;;;;;;;;;Mexico;;;;;Acapulco fish market;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
58ddf05b-fee6-430c-9103-da5bfb27f1b5;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-112.872786;28.444867;-1.38E+12;-1.38E+12;-1.38E+12;1926;Sphyrna tudes;Sphyrna tudes;;;2372;{no_depth};f;f;282;94;22.15;34.98;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;YPM;;;;;26;;YPM;VZ;;;PreservedSpecimen;;;;;FN2-46225838-26-YPM;YPM ICH 001124;;FN2-46225838-26-YPM;R/V Pawnee II, R/V Pawnee II;;4;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;07/05/1926;;;;;;;;;;;;;;;;;;;Mexico;;;;;Pacific Ocean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d99c4a19-214c-43c0-b1f9-a8b39a912571;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-112.872786;28.444867;-1.38E+12;-1.38E+12;-1.38E+12;1926;Sphyrna tudes;Sphyrna tudes;;;2372;{no_depth};f;f;282;94;22.15;34.98;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;YPM;;;;;26;;YPM;VZ;;;PreservedSpecimen;;;;;FN2-46232632-26-YPM;YPM ICH 001001;;FN2-46232632-26-YPM;R/V Pawnee II, R/V Pawnee II;;2;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;09/05/1926;;;;;;;;;;;;;;;;;;;Mexico;;;;;Pacific Ocean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
c349a925-8de5-4e28-bdf3-1a1d09aac189;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-61;10;73094400000;73094400000;73094400000;1972;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;14380;42;27.97;32.96;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;ROM;;;;;15;;ROM;Fishes;;;PreservedSpecimen;;;;;FN2-47375716-15-ROM;58701;;FN2-47375716-15-ROM;Wood, H. E.;;1;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;26/04/1972;;;;;;;;;;;;;;;;;;;Trinidad and Tobago;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
2f0bfab1-6df0-49c1-b0a3-f9909c128dfc;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-54.8583;6.33333;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;37564;24;27.49;34.13;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;USNM;;;;;12;;USNM;Fishes;;;PreservedSpecimen;;;;;FN2-55814025-12-USNM;159227;;FN2-55814025-12-USNM;;;2;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;0000-00-00;;;;;;;;;;;;;;;;;;;;;;;;Atlantic Off Surinam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
8c2dfe68-69b4-4954-afdc-13551c3e68de;705770e5-3474-4e69-be8b-3107a0c5610a;-16.85000038;14.14999962;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;1377;2;24.45;34.2;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;MNHN;IC;;;PreservedSpecimen;;;;;;ab-0234;;;cadenat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;atlantique;;;SǸnǸgal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;valenciennes;;;;;
4add592b-fa02-417d-9169-00b713145760;705770e5-3474-4e69-be8b-3107a0c5610a;37.5;-21;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;216205;2937;26.55;35.05;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;MNHN;IC;;;PreservedSpecimen;;;;;;1908-0069;;;vasse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;indien;;;Mozambique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;valenciennes;;;;;
e3c4eb5b-fbb4-4408-8217-b88565e0c65c;705770e5-3474-4e69-be8b-3107a0c5610a;-110;20;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;111436;2654;25.73;34.34;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;MNHN;IC;;;PreservedSpecimen;;;;;;1900-0116;;;inconnu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pacifique;;;mexique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;valenciennes;;;;;
25002c23-c8af-40b9-a923-4cfd558c6bec;705770e5-3474-4e69-be8b-3107a0c5610a;7.267000198;43.70000076;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth,on_land};f;f;-616;-24;18.48;38.11;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;MNHN;IC;;;PreservedSpecimen;;;;;;0000-1049;;;risso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;atlantique;;;France;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;mc eachran et sǸret;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;valenciennes;;;;;
4e7cb14c-210f-4ebb-a8cc-3f691a4c0d77;705770e5-3474-4e69-be8b-3107a0c5610a;-16.85000038;14.14999962;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;1377;2;24.45;34.2;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;MNHN;IC;;;PreservedSpecimen;;;;;;ab-0235;;;cadenat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;atlantique;;;SǸnǸgal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;valenciennes;;;;;
2eaed9f9-1e91-4a8e-a2b7-5c098452f6d5;705770e5-3474-4e69-be8b-3107a0c5610a;-52.13299942;4.916999817;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;4462;7;27.8;24.62;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;MNHN;IC;;;PreservedSpecimen;;;;;;0000-1019;;;leblond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;atlantique;;;Guyane franaise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;mc eachran et sǸret;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;valenciennes;;;;;
01589cd2-f268-4e7a-80ad-2035fe20e3b3;705770e5-3474-4e69-be8b-3107a0c5610a;112.5;12.5;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;231975;4248;28.37;32.68;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;MNHN;IC;;;PreservedSpecimen;;;;;;1987-1305;;;d'aubenton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pacifique;;;Cambodge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sǸret;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;valenciennes;;;;;
df8775bf-f7b3-4b2e-8e7b-cd781df7c245;36fbc01b-72bd-42f0-af0a-e1701cddcf94;7.267;43.7;;;;;Sphyrna tudes;Sphyrna tudes;;;1;{no_depth,on_land};f;f;-615;37;18.48;38.11;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;MNHN;;;;;8;;MNHN;IC;;;PreservedSpecimen;;;;;FN2-56804197-8-MNHN;0000-1049;;FN2-56804197-8-MNHN;risso;;1;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;0000-00-00;;;;;;;;;;;;;;;;;;;france;;;;;nice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
8e3ceff2-10dc-4a97-9295-43910bee7b73;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-110;20;;;;;Sphyrna tudes;Sphyrna tudes;;;10;{no_depth};f;f;111436;2654;25.73;34.34;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;MNHN;;;;;8;;MNHN;IC;;;PreservedSpecimen;;;;;FN2-56832266-8-MNHN;1900-0116;;FN2-56832266-8-MNHN;inconnu;;1;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;0000-00-00;;;;;;;;;;;;;;;;;;;golfe de californie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
4078c5cb-b765-4dae-a2b8-d92f9911c9b5;36fbc01b-72bd-42f0-af0a-e1701cddcf94;112.5;12.5;;;;;Sphyrna tudes;Sphyrna tudes;;;10;{no_depth};f;f;231975;4248;28.37;32.68;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;MNHN;;;;;8;;MNHN;IC;;;PreservedSpecimen;;;;;FN2-56835119-8-MNHN;1987-1305;;FN2-56835119-8-MNHN;d'aubenton;;2;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;1964-00-00;;;;;;;;;;;;;;;;;;;cambodge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
d4fa0425-abdc-4c3e-b0a3-f40a4022431d;4d6cd31a-4559-4fd3-beff-4d47f5e2ee86;-72.66999817;11.80000019;0;15724800000;31449600000;1970;Sphyrna tudes;Sphyrna tudes;;;;{NO_DEPTH};f;f;9217;6;26.74;36.36;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;21/12/2006 00:00;;;;;Duarte, Luis O & Garcia, Camilo B (eds.) Colombian Caribbean Sea 1970-2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31a0382b-4792-4c6c-889c-047259268974;4d6cd31a-4559-4fd3-beff-4d47f5e2ee86;-72.55999756;12;5.68E+11;5.84E+11;6.00E+11;1988;Sphyrna tudes;Sphyrna tudes;;;;{NO_DEPTH};f;f;25321;63;26.6;36.42;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;21/12/2006 00:00;;;;;Duarte, Luis O & Garcia, Camilo B (eds.) Colombian Caribbean Sea 1970-2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e812bdf5-7774-40a4-b995-097a5127a5ea;9f1a9d1c-833e-4fbc-9ecf-1918c7a8b699;-99.9667;16.9167;-2.81E+11;-2.81E+11;-2.81E+11;1961;Sphyrna tudes;Sphyrna tudes;;;;{NO_DEPTH,ON_LAND};f;f;-1882;-5;;;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;PhysicalObject;28/05/2021 20:37;en;http://creativecommons.org/licenses/by/4.0/legalcode;Canadian Museum of Nature;;(CMNFI 1968-1375.1);;http://biocol.org/urn:lsid:biocol.org:col:34935;http://grbio.org/cool/fpjs-vpys;https://doi.org/10.15468/va0trp;CMN;CMNFI;Fish;;PreservedSpecimen;;;;;94e925ba-d8ca-8ca4-fdb3-9a09ed96ca32;CMNFI 1968-1375.1;;;Briggs, J.C.;;1;;;;;;;;;fluid;;;;;;;;;;;;;;;;;;;;06/02/1961;;;;;;;06/02/1961;;;;;CMNFI 1968-1375;;;;;;;Mexico;;Guerrero (State);;;Acapulco fish market;;;;;;;;;;;16 55 00 N;099 58 00 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Animalia;;;;;;;;;
